"WEIGHT","LENGTH","LOCATION","COAST","SEASON","SEX"
"293","38.3","PIHA","WEST","SUMMER","MALE"
"282","35.6","MARAETAI","EAST","SUMMER","MALE"
"279","35.8","PIHA","WEST","SUMMER","MALE"
"276","40.6","MARAETAI","EAST","SUMMER","FEMALE"
"292","39.9","MURIWAI","WEST","SUMMER","MALE"
"264","36.9","WAITAWA","EAST","WINTER","FEMALE"
"254","32.1","MURIWAI","WEST","SUMMER","FEMALE"
"299","38.3","MARAETAI","EAST","SUMMER","MALE"
"244","38","MURIWAI","WEST","WINTER","FEMALE"
"301","37.2","MURIWAI","WEST","SUMMER","MALE"
"256","35.7","WAITAWA","EAST","WINTER","FEMALE"
"270","34.3","WAITAWA","EAST","SUMMER","FEMALE"
"261","35.4","MURIWAI","WEST","WINTER","FEMALE"
"279","36.6","MARAETAI","EAST","SUMMER","FEMALE"
"272","36.8","MARAETAI","EAST","WINTER","MALE"
"262","36.7","WAITAWA","EAST","WINTER","MALE"
"299","36.5","MURIWAI","WEST","SUMMER","MALE"
"294","38.5","MURIWAI","WEST","SUMMER","FEMALE"
"283","37.7","MARAETAI","EAST","SUMMER","FEMALE"
"240","37.3","PIHA","WEST","WINTER","FEMALE"
"251","34.5","MURIWAI","WEST","WINTER","FEMALE"
"293","37","PIHA","WEST","SUMMER","FEMALE"
"288","37.1","PIHA","WEST","SUMMER","MALE"
"265","35","PIHA","WEST","WINTER","MALE"
"253","40.2","WAITAWA","EAST","WINTER","FEMALE"
"288","41.4","MARAETAI","EAST","WINTER","MALE"
"287","39.3","WAITAWA","EAST","SUMMER","FEMALE"
"277","36.3","MURIWAI","WEST","WINTER","FEMALE"
"267","34","WAITAWA","EAST","SUMMER","FEMALE"
"255","39","WAITAWA","EAST","WINTER","FEMALE"
"275","38.9","MARAETAI","EAST","WINTER","MALE"
"255","32.2","MURIWAI","WEST","SUMMER","FEMALE"
"288","36.5","MURIWAI","WEST","SUMMER","MALE"
"266","36.2","WAITAWA","EAST","SUMMER","FEMALE"
"248","38.9","PIHA","WEST","WINTER","FEMALE"
"286","37.9","MARAETAI","EAST","SUMMER","MALE"
"291","37.4","MARAETAI","EAST","SUMMER","MALE"
"259","34.3","PIHA","WEST","SUMMER","FEMALE"
"318","42.3","MURIWAI","WEST","SUMMER","MALE"
"262","33.1","MARAETAI","EAST","SUMMER","FEMALE"
"263","36.4","WAITAWA","EAST","WINTER","MALE"
"290","39.3","PIHA","WEST","SUMMER","MALE"
"280","37.1","MURIWAI","WEST","SUMMER","FEMALE"
"271","36.3","PIHA","WEST","SUMMER","FEMALE"
"247","39.9","PIHA","WEST","WINTER","FEMALE"
"301","39.6","PIHA","WEST","SUMMER","MALE"
"245","34.1","MURIWAI","WEST","WINTER","FEMALE"
"284","42","WAITAWA","EAST","SUMMER","FEMALE"
"266","36.2","MARAETAI","EAST","SUMMER","FEMALE"
"255","32","MURIWAI","WEST","SUMMER","FEMALE"
"235","34.6","PIHA","WEST","WINTER","FEMALE"
"255","38.6","MARAETAI","EAST","WINTER","MALE"
"265","38.4","MURIWAI","WEST","WINTER","MALE"
"271","35.6","MURIWAI","WEST","SUMMER","FEMALE"
"264","34.3","WAITAWA","EAST","WINTER","MALE"
"250","36.6","MARAETAI","EAST","WINTER","FEMALE"
"289","35.4","PIHA","WEST","SUMMER","MALE"
"275","38","MURIWAI","WEST","WINTER","MALE"
"270","33.6","MARAETAI","EAST","WINTER","MALE"
"292","38","WAITAWA","EAST","SUMMER","MALE"
"281","39.2","PIHA","WEST","SUMMER","FEMALE"
"260","32.6","WAITAWA","EAST","WINTER","MALE"
"292","40.4","MARAETAI","EAST","SUMMER","MALE"
"263","38.1","WAITAWA","EAST","WINTER","FEMALE"
"276","33.2","WAITAWA","EAST","SUMMER","FEMALE"
"246","35.1","WAITAWA","EAST","WINTER","FEMALE"
"274","34.1","PIHA","WEST","SUMMER","FEMALE"
"261","35.6","MURIWAI","WEST","SUMMER","MALE"
"273","39.6","WAITAWA","EAST","WINTER","FEMALE"
"280","37.9","MURIWAI","WEST","WINTER","MALE"
"292","39","WAITAWA","EAST","SUMMER","MALE"
"246","35.4","PIHA","WEST","WINTER","FEMALE"
"263","38.1","WAITAWA","EAST","WINTER","FEMALE"
"271","41.9","PIHA","WEST","WINTER","MALE"
"298","33.3","PIHA","WEST","SUMMER","MALE"
"277","33","WAITAWA","EAST","SUMMER","MALE"
"260","37","MARAETAI","EAST","WINTER","MALE"
"249","34.3","MARAETAI","EAST","WINTER","FEMALE"
"292","39.5","PIHA","WEST","SUMMER","MALE"
"248","34.2","MARAETAI","EAST","WINTER","FEMALE"
"260","39.1","WAITAWA","EAST","WINTER","MALE"
"227","32.7","WAITAWA","EAST","WINTER","FEMALE"
"307","40.8","WAITAWA","EAST","SUMMER","MALE"
"256","39.4","MARAETAI","EAST","WINTER","MALE"
"247","33.7","PIHA","WEST","WINTER","FEMALE"
"254","32.1","WAITAWA","EAST","WINTER","FEMALE"
"249","39.5","PIHA","WEST","WINTER","FEMALE"
"297","38.1","MURIWAI","WEST","SUMMER","MALE"
"267","36.4","MARAETAI","EAST","SUMMER","FEMALE"
"308","42.7","PIHA","WEST","SUMMER","MALE"
"231","32.1","PIHA","WEST","WINTER","FEMALE"
"246","37.9","PIHA","WEST","WINTER","FEMALE"
"260","38.1","PIHA","WEST","WINTER","FEMALE"
"277","39.7","MARAETAI","EAST","SUMMER","MALE"
"259","38.3","WAITAWA","EAST","SUMMER","FEMALE"
"262","39.4","WAITAWA","EAST","WINTER","MALE"
"278","34.5","MURIWAI","WEST","SUMMER","FEMALE"
"284","35.6","MARAETAI","EAST","SUMMER","FEMALE"
"275","35.9","MURIWAI","WEST","WINTER","MALE"
"280","39.7","MURIWAI","WEST","WINTER","MALE"
"287","39.4","MARAETAI","EAST","SUMMER","MALE"
"286","40.1","MURIWAI","WEST","SUMMER","FEMALE"
"291","37.7","MURIWAI","WEST","SUMMER","MALE"
"258","33.9","WAITAWA","EAST","SUMMER","FEMALE"
"272","40.1","MARAETAI","EAST","SUMMER","FEMALE"
"266","37.3","WAITAWA","EAST","WINTER","MALE"
"257","36.2","MARAETAI","EAST","WINTER","FEMALE"
"263","37.3","WAITAWA","EAST","SUMMER","FEMALE"
"318","39.9","MURIWAI","WEST","SUMMER","MALE"
"294","38.1","MURIWAI","WEST","SUMMER","MALE"
"274","35.2","WAITAWA","EAST","SUMMER","FEMALE"
"267","35.2","WAITAWA","EAST","SUMMER","FEMALE"
"249","41.4","PIHA","WEST","WINTER","FEMALE"
"265","36.4","PIHA","WEST","WINTER","FEMALE"
"293","38.8","WAITAWA","EAST","SUMMER","MALE"
"270","40.9","MARAETAI","EAST","WINTER","MALE"
"239","32.8","MARAETAI","EAST","WINTER","MALE"
"281","39.2","WAITAWA","EAST","SUMMER","FEMALE"
"308","39.2","MURIWAI","WEST","SUMMER","MALE"
"276","36.8","PIHA","WEST","SUMMER","MALE"
"264","40.1","PIHA","WEST","WINTER","MALE"
"287","38.7","MURIWAI","WEST","SUMMER","MALE"
"269","36.3","MURIWAI","WEST","WINTER","FEMALE"
"269","36.7","MURIWAI","WEST","WINTER","FEMALE"
"263","35.5","WAITAWA","EAST","WINTER","MALE"
"281","41.5","WAITAWA","EAST","WINTER","MALE"
"246","36.7","PIHA","WEST","WINTER","FEMALE"
"261","36.5","MARAETAI","EAST","WINTER","FEMALE"
"262","37.5","MURIWAI","WEST","SUMMER","FEMALE"
"270","36.5","MARAETAI","EAST","SUMMER","FEMALE"
"264","35.4","MURIWAI","WEST","SUMMER","FEMALE"
"267","37.8","MARAETAI","EAST","WINTER","MALE"
"260","37.4","WAITAWA","EAST","WINTER","FEMALE"
"262","39.9","PIHA","WEST","WINTER","FEMALE"
"246","35.7","PIHA","WEST","WINTER","MALE"
"295","37.7","MARAETAI","EAST","SUMMER","MALE"
"265","35.1","PIHA","WEST","WINTER","MALE"
"276","34.9","MURIWAI","WEST","SUMMER","FEMALE"
"305","40","PIHA","WEST","SUMMER","MALE"
"280","36.5","MARAETAI","EAST","SUMMER","MALE"
"294","39.4","WAITAWA","EAST","SUMMER","MALE"
"304","38","PIHA","WEST","SUMMER","MALE"
"271","36.4","MARAETAI","EAST","WINTER","MALE"
"272","38.5","MARAETAI","EAST","WINTER","MALE"
"272","36.1","MARAETAI","EAST","SUMMER","FEMALE"
"251","35.1","MARAETAI","EAST","WINTER","MALE"
"265","36.9","WAITAWA","EAST","SUMMER","FEMALE"
"298","38.3","MARAETAI","EAST","SUMMER","MALE"
"264","39.2","MARAETAI","EAST","WINTER","MALE"
"275","36.4","WAITAWA","EAST","SUMMER","FEMALE"
"287","35.9","MARAETAI","EAST","SUMMER","MALE"
"295","38.2","MURIWAI","WEST","SUMMER","MALE"
"263","35.8","MARAETAI","EAST","WINTER","MALE"
"258","35.2","PIHA","WEST","WINTER","MALE"
"271","35.7","MURIWAI","WEST","SUMMER","FEMALE"
"276","40.7","WAITAWA","EAST","WINTER","MALE"
"252","35.6","MARAETAI","EAST","SUMMER","FEMALE"
"288","38.9","PIHA","WEST","SUMMER","MALE"
"265","37.4","MURIWAI","WEST","SUMMER","FEMALE"
"275","39.5","PIHA","WEST","WINTER","MALE"
"274","40.2","PIHA","WEST","WINTER","FEMALE"
"266","36.7","WAITAWA","EAST","WINTER","FEMALE"
"278","32.9","PIHA","WEST","SUMMER","MALE"
"267","33.2","MARAETAI","EAST","WINTER","MALE"
"287","35.7","MURIWAI","WEST","SUMMER","MALE"
"260","37.7","PIHA","WEST","SUMMER","FEMALE"
"261","38.3","MARAETAI","EAST","WINTER","FEMALE"
"279","36.8","MARAETAI","EAST","SUMMER","FEMALE"
"272","36.3","PIHA","WEST","SUMMER","FEMALE"
"268","35","PIHA","WEST","SUMMER","FEMALE"
"275","35.6","WAITAWA","EAST","SUMMER","FEMALE"
"262","38.9","MURIWAI","WEST","WINTER","FEMALE"
"265","37.8","PIHA","WEST","WINTER","MALE"
"271","38.9","PIHA","WEST","WINTER","MALE"
"267","36.7","MARAETAI","EAST","WINTER","MALE"
"256","38.3","WAITAWA","EAST","WINTER","FEMALE"
"251","33.6","MARAETAI","EAST","SUMMER","FEMALE"
"284","37.2","MURIWAI","WEST","SUMMER","FEMALE"
"275","35.2","MURIWAI","WEST","SUMMER","MALE"
"264","34.6","MURIWAI","WEST","WINTER","MALE"
"294","38.8","MARAETAI","EAST","SUMMER","MALE"
"278","38.3","MARAETAI","EAST","SUMMER","FEMALE"
"282","39.9","PIHA","WEST","SUMMER","MALE"
"256","33.2","MURIWAI","WEST","WINTER","MALE"
"293","39.9","MARAETAI","EAST","SUMMER","MALE"
"285","40.2","WAITAWA","EAST","SUMMER","MALE"
"269","38.5","PIHA","WEST","WINTER","MALE"
"282","37.7","PIHA","WEST","SUMMER","FEMALE"
"284","37.2","MURIWAI","WEST","SUMMER","FEMALE"
"282","35.9","MARAETAI","EAST","SUMMER","MALE"
"287","35.1","WAITAWA","EAST","SUMMER","MALE"
"268","36.9","MURIWAI","WEST","SUMMER","FEMALE"
"269","37.4","MARAETAI","EAST","SUMMER","FEMALE"
"290","35.8","MARAETAI","EAST","SUMMER","MALE"
"277","34.8","MARAETAI","EAST","SUMMER","FEMALE"
"272","35.7","MURIWAI","WEST","SUMMER","FEMALE"
"272","38","PIHA","WEST","SUMMER","FEMALE"
"283","35.5","MARAETAI","EAST","SUMMER","MALE"
"292","40.2","PIHA","WEST","SUMMER","MALE"
"269","39.4","PIHA","WEST","WINTER","MALE"
"270","36.4","MURIWAI","WEST","WINTER","MALE"
"266","37","PIHA","WEST","WINTER","FEMALE"
"247","37.2","PIHA","WEST","WINTER","FEMALE"
"241","35.3","WAITAWA","EAST","WINTER","FEMALE"
"266","38.8","MARAETAI","EAST","WINTER","FEMALE"
"297","35.5","MARAETAI","EAST","SUMMER","MALE"
"255","39.8","WAITAWA","EAST","WINTER","FEMALE"
"284","38.3","WAITAWA","EAST","SUMMER","MALE"
"259","36.6","MARAETAI","EAST","WINTER","FEMALE"
"296","34.2","PIHA","WEST","SUMMER","MALE"
"293","37.9","MURIWAI","WEST","SUMMER","MALE"
"284","41.1","MARAETAI","EAST","SUMMER","MALE"
"241","36.8","PIHA","WEST","WINTER","FEMALE"
"303","38.7","MURIWAI","WEST","SUMMER","MALE"
"261","38.4","MARAETAI","EAST","WINTER","FEMALE"
"274","35.9","MARAETAI","EAST","SUMMER","MALE"
"268","38.2","MURIWAI","WEST","WINTER","FEMALE"
"284","37.9","MARAETAI","EAST","SUMMER","MALE"
"270","36.3","PIHA","WEST","WINTER","MALE"
"290","39.1","WAITAWA","EAST","SUMMER","MALE"
"262","40.3","MARAETAI","EAST","WINTER","MALE"
"252","35.3","PIHA","WEST","WINTER","FEMALE"
"274","42.7","MARAETAI","EAST","WINTER","MALE"
"274","37.5","PIHA","WEST","WINTER","MALE"
"272","37.9","MURIWAI","WEST","WINTER","MALE"
"277","41","WAITAWA","EAST","SUMMER","FEMALE"
"270","37","MURIWAI","WEST","WINTER","MALE"
"271","35.2","WAITAWA","EAST","WINTER","MALE"
"266","40.9","MARAETAI","EAST","WINTER","MALE"
"286","41.2","PIHA","WEST","WINTER","MALE"
"269","35.6","WAITAWA","EAST","SUMMER","FEMALE"
"284","40.6","PIHA","WEST","SUMMER","FEMALE"
"258","36.7","PIHA","WEST","WINTER","FEMALE"
"281","40.8","WAITAWA","EAST","SUMMER","MALE"
"269","39.7","WAITAWA","EAST","WINTER","MALE"
"255","33.9","WAITAWA","EAST","WINTER","FEMALE"
"285","35.5","WAITAWA","EAST","SUMMER","MALE"
"261","37.9","WAITAWA","EAST","WINTER","MALE"
"288","38.6","MURIWAI","WEST","SUMMER","MALE"
"265","33.7","WAITAWA","EAST","SUMMER","FEMALE"
"286","44.8","PIHA","WEST","WINTER","MALE"
"253","34.7","WAITAWA","EAST","SUMMER","FEMALE"
"271","37.8","MARAETAI","EAST","WINTER","MALE"
"248","35.9","MARAETAI","EAST","WINTER","FEMALE"
"257","37.2","MARAETAI","EAST","WINTER","MALE"
"278","35.3","PIHA","WEST","SUMMER","MALE"
"261","35","MARAETAI","EAST","WINTER","MALE"
"263","38","PIHA","WEST","WINTER","MALE"
"266","38.7","PIHA","WEST","WINTER","MALE"
"282","35.1","MURIWAI","WEST","SUMMER","FEMALE"
"265","36.8","WAITAWA","EAST","SUMMER","FEMALE"
"251","32.3","MURIWAI","WEST","WINTER","FEMALE"
"250","34.7","MARAETAI","EAST","WINTER","FEMALE"
"266","41.8","MARAETAI","EAST","WINTER","MALE"
"279","36.8","PIHA","WEST","SUMMER","MALE"
"243","36.6","PIHA","WEST","WINTER","FEMALE"
"288","39","MARAETAI","EAST","SUMMER","FEMALE"
"280","36.1","PIHA","WEST","SUMMER","FEMALE"
"255","37","PIHA","WEST","SUMMER","FEMALE"
"245","33.6","MARAETAI","EAST","WINTER","FEMALE"
"251","36.2","MURIWAI","WEST","WINTER","FEMALE"
"291","35.9","PIHA","WEST","SUMMER","MALE"
"272","38.5","WAITAWA","EAST","SUMMER","FEMALE"
"291","39.5","MURIWAI","WEST","SUMMER","FEMALE"
"260","38.3","MURIWAI","WEST","WINTER","FEMALE"
"270","37.1","WAITAWA","EAST","SUMMER","FEMALE"
"266","38.3","MARAETAI","EAST","WINTER","MALE"
"276","34.6","PIHA","WEST","SUMMER","MALE"
"315","38.5","MURIWAI","WEST","SUMMER","MALE"
"268","34.3","MARAETAI","EAST","SUMMER","FEMALE"
"287","39.1","WAITAWA","EAST","SUMMER","MALE"
"264","36.4","PIHA","WEST","WINTER","MALE"
"258","39.7","WAITAWA","EAST","WINTER","FEMALE"
"284","39.6","PIHA","WEST","SUMMER","MALE"
"239","32","MARAETAI","EAST","SUMMER","FEMALE"
"265","36.6","PIHA","WEST","WINTER","MALE"
"280","37","MURIWAI","WEST","SUMMER","FEMALE"
"249","34.5","WAITAWA","EAST","SUMMER","FEMALE"
"272","37.1","PIHA","WEST","SUMMER","FEMALE"
"244","34.5","WAITAWA","EAST","WINTER","FEMALE"
"272","36.2","MURIWAI","WEST","WINTER","MALE"
"238","37.8","MURIWAI","WEST","WINTER","FEMALE"
"268","38.3","MURIWAI","WEST","WINTER","FEMALE"
"295","33.8","MURIWAI","WEST","SUMMER","MALE"
"274","35.1","PIHA","WEST","SUMMER","MALE"
"245","35","MARAETAI","EAST","WINTER","FEMALE"
"261","36.5","PIHA","WEST","WINTER","FEMALE"
"267","37.4","WAITAWA","EAST","SUMMER","FEMALE"
"259","34.9","WAITAWA","EAST","SUMMER","FEMALE"
"265","38.2","WAITAWA","EAST","WINTER","MALE"
"288","36.5","MARAETAI","EAST","SUMMER","MALE"
"260","37.2","PIHA","WEST","SUMMER","FEMALE"
"263","39.1","WAITAWA","EAST","SUMMER","FEMALE"
"274","36.7","WAITAWA","EAST","SUMMER","FEMALE"
"288","36.5","WAITAWA","EAST","SUMMER","MALE"
"264","38.7","PIHA","WEST","SUMMER","FEMALE"
"284","41.4","PIHA","WEST","SUMMER","FEMALE"
"280","37.2","WAITAWA","EAST","SUMMER","MALE"
"249","38.2","PIHA","WEST","WINTER","FEMALE"
"265","41.7","WAITAWA","EAST","SUMMER","FEMALE"
"291","39.5","MURIWAI","WEST","SUMMER","MALE"
"259","35.2","MURIWAI","WEST","WINTER","FEMALE"
"267","39.2","MURIWAI","WEST","WINTER","MALE"
"298","41.8","MURIWAI","WEST","SUMMER","MALE"
"240","34.9","WAITAWA","EAST","WINTER","FEMALE"
"288","36.1","PIHA","WEST","SUMMER","MALE"
"263","35.8","PIHA","WEST","WINTER","MALE"
"247","36.1","MURIWAI","WEST","WINTER","FEMALE"
"254","32.9","MURIWAI","WEST","WINTER","FEMALE"
"275","37.2","MURIWAI","WEST","SUMMER","FEMALE"
"256","36.5","WAITAWA","EAST","WINTER","FEMALE"
"253","33.1","MARAETAI","EAST","WINTER","MALE"
"288","36","PIHA","WEST","SUMMER","MALE"
"278","39.5","MARAETAI","EAST","WINTER","MALE"
"287","37.4","PIHA","WEST","SUMMER","MALE"
"262","35.8","MURIWAI","WEST","SUMMER","FEMALE"
"274","37.7","MURIWAI","WEST","WINTER","FEMALE"
"300","41.6","MARAETAI","EAST","SUMMER","MALE"
"242","33.2","PIHA","WEST","WINTER","FEMALE"
"269","33.5","WAITAWA","EAST","SUMMER","FEMALE"
"255","34.1","WAITAWA","EAST","WINTER","FEMALE"
"249","36.1","PIHA","WEST","WINTER","FEMALE"
"272","37.3","WAITAWA","EAST","SUMMER","FEMALE"
"276","42.8","PIHA","WEST","WINTER","MALE"
"287","37.9","MURIWAI","WEST","SUMMER","MALE"
"272","37.1","MURIWAI","WEST","WINTER","FEMALE"
"276","33.4","MURIWAI","WEST","SUMMER","FEMALE"
"274","34.7","MARAETAI","EAST","WINTER","MALE"
"287","35.8","MARAETAI","EAST","SUMMER","MALE"
"298","36.7","MURIWAI","WEST","SUMMER","MALE"
"273","36","WAITAWA","EAST","SUMMER","MALE"
"263","37.4","WAITAWA","EAST","WINTER","MALE"
"295","41.6","MURIWAI","WEST","SUMMER","MALE"
"233","35.2","MARAETAI","EAST","WINTER","FEMALE"
"255","36.2","MURIWAI","WEST","WINTER","FEMALE"
"262","35.6","PIHA","WEST","SUMMER","FEMALE"
"264","34.6","WAITAWA","EAST","WINTER","MALE"
"272","42.1","MARAETAI","EAST","WINTER","FEMALE"
"253","36.3","MURIWAI","WEST","WINTER","FEMALE"
"267","34","MURIWAI","WEST","WINTER","FEMALE"
"271","40.8","MURIWAI","WEST","WINTER","MALE"
"251","34.3","MURIWAI","WEST","WINTER","FEMALE"
"278","37.8","MURIWAI","WEST","SUMMER","FEMALE"
"284","39.5","WAITAWA","EAST","SUMMER","FEMALE"
"267","39.1","MARAETAI","EAST","WINTER","MALE"
"273","33.9","WAITAWA","EAST","SUMMER","FEMALE"
"257","37.4","MARAETAI","EAST","WINTER","MALE"
"281","34.6","MURIWAI","WEST","SUMMER","FEMALE"
"295","40.6","MURIWAI","WEST","SUMMER","MALE"
"283","39","MURIWAI","WEST","SUMMER","MALE"
"281","37.3","MARAETAI","EAST","SUMMER","FEMALE"
"268","36.6","MARAETAI","EAST","SUMMER","FEMALE"
"248","34.6","MURIWAI","WEST","WINTER","MALE"
"260","38.5","MARAETAI","EAST","WINTER","MALE"
"275","35.1","MURIWAI","WEST","WINTER","MALE"
"291","38.8","MURIWAI","WEST","SUMMER","MALE"
"288","34.2","WAITAWA","EAST","SUMMER","MALE"
"257","35.3","WAITAWA","EAST","WINTER","FEMALE"
"254","37.4","MARAETAI","EAST","WINTER","MALE"
"274","37.8","MURIWAI","WEST","SUMMER","FEMALE"
"247","35.9","MARAETAI","EAST","SUMMER","FEMALE"
"256","35.6","WAITAWA","EAST","WINTER","MALE"
"282","35.7","WAITAWA","EAST","SUMMER","FEMALE"
"287","35.8","MURIWAI","WEST","SUMMER","FEMALE"
"278","40.5","MARAETAI","EAST","WINTER","MALE"
"266","36.8","MARAETAI","EAST","WINTER","FEMALE"
"265","36.3","WAITAWA","EAST","SUMMER","FEMALE"
"260","39.2","PIHA","WEST","WINTER","FEMALE"
"267","33.5","MURIWAI","WEST","WINTER","FEMALE"
"294","35.2","MARAETAI","EAST","SUMMER","MALE"
"291","40.2","MARAETAI","EAST","SUMMER","MALE"
"277","35.4","MURIWAI","WEST","SUMMER","MALE"
"284","34.1","MURIWAI","WEST","SUMMER","FEMALE"
"272","36","MARAETAI","EAST","SUMMER","FEMALE"
"240","34.4","PIHA","WEST","WINTER","FEMALE"
"282","39.2","PIHA","WEST","SUMMER","MALE"
"263","37.9","MARAETAI","EAST","WINTER","MALE"
"284","36.4","MARAETAI","EAST","WINTER","MALE"
"282","36.5","MARAETAI","EAST","SUMMER","MALE"
"234","36.1","WAITAWA","EAST","WINTER","FEMALE"
"268","37.1","MURIWAI","WEST","WINTER","FEMALE"
"296","37","WAITAWA","EAST","SUMMER","FEMALE"
"271","35.2","MARAETAI","EAST","SUMMER","FEMALE"
"281","33.8","MARAETAI","EAST","SUMMER","FEMALE"
"261","38","MARAETAI","EAST","WINTER","FEMALE"
"272","39.4","PIHA","WEST","WINTER","FEMALE"
"291","42.4","MURIWAI","WEST","WINTER","MALE"
"246","33.4","MARAETAI","EAST","WINTER","FEMALE"
"267","37.1","PIHA","WEST","SUMMER","FEMALE"
"257","35.8","PIHA","WEST","SUMMER","FEMALE"
"256","35.7","MARAETAI","EAST","WINTER","FEMALE"
"272","32.9","MURIWAI","WEST","SUMMER","FEMALE"
"251","36.5","WAITAWA","EAST","WINTER","FEMALE"
"262","37.6","PIHA","WEST","WINTER","MALE"
"297","41.9","MURIWAI","WEST","SUMMER","MALE"
"272","32.7","MARAETAI","EAST","SUMMER","FEMALE"
"288","36.7","WAITAWA","EAST","SUMMER","MALE"
"255","37.5","WAITAWA","EAST","SUMMER","FEMALE"
"261","37.9","MARAETAI","EAST","WINTER","MALE"
"271","40","MURIWAI","WEST","WINTER","MALE"
"279","36.4","MURIWAI","WEST","SUMMER","MALE"
"261","34.3","WAITAWA","EAST","WINTER","FEMALE"
"268","40.8","MARAETAI","EAST","WINTER","MALE"
"264","36.1","MURIWAI","WEST","SUMMER","FEMALE"
"296","38.1","MURIWAI","WEST","SUMMER","MALE"
"277","33.3","MARAETAI","EAST","SUMMER","FEMALE"
"264","39.1","PIHA","WEST","WINTER","FEMALE"
"293","37.9","MARAETAI","EAST","SUMMER","MALE"
"237","33.2","MURIWAI","WEST","WINTER","FEMALE"
"270","36.8","MARAETAI","EAST","SUMMER","FEMALE"
"293","39.9","PIHA","WEST","SUMMER","MALE"
"281","37.5","MURIWAI","WEST","SUMMER","MALE"
"275","38.2","WAITAWA","EAST","WINTER","MALE"
"279","35.7","MURIWAI","WEST","WINTER","MALE"
"277","41.4","MURIWAI","WEST","SUMMER","FEMALE"
"257","29.5","MARAETAI","EAST","SUMMER","FEMALE"
"264","36.9","PIHA","WEST","WINTER","FEMALE"
"259","36.1","MARAETAI","EAST","WINTER","FEMALE"
"269","39.3","WAITAWA","EAST","WINTER","MALE"
"286","37.3","PIHA","WEST","SUMMER","MALE"
"297","44.7","PIHA","WEST","SUMMER","MALE"
"246","35.8","MURIWAI","WEST","WINTER","FEMALE"
"280","40.4","WAITAWA","EAST","WINTER","MALE"
"276","40","WAITAWA","EAST","SUMMER","FEMALE"
"272","38.6","WAITAWA","EAST","SUMMER","FEMALE"
"268","30.1","MARAETAI","EAST","SUMMER","FEMALE"
"274","38.6","PIHA","WEST","SUMMER","FEMALE"
"289","36.3","MARAETAI","EAST","SUMMER","FEMALE"
"252","35.6","MARAETAI","EAST","WINTER","MALE"
"277","39.1","MURIWAI","WEST","SUMMER","FEMALE"
"276","35.1","WAITAWA","EAST","SUMMER","MALE"
"296","35.6","PIHA","WEST","SUMMER","MALE"
"260","37.9","WAITAWA","EAST","WINTER","MALE"
"261","38.6","PIHA","WEST","WINTER","MALE"
"265","37.2","WAITAWA","EAST","SUMMER","FEMALE"
"281","37.1","MARAETAI","EAST","SUMMER","MALE"
"266","37.4","PIHA","WEST","SUMMER","FEMALE"
"278","39.7","MURIWAI","WEST","SUMMER","FEMALE"
"262","36.5","WAITAWA","EAST","WINTER","MALE"
"272","34.8","PIHA","WEST","SUMMER","FEMALE"
"279","39.2","MURIWAI","WEST","SUMMER","FEMALE"
"265","34.3","PIHA","WEST","SUMMER","FEMALE"
"254","37.1","MARAETAI","EAST","WINTER","FEMALE"
"238","36.2","MARAETAI","EAST","WINTER","FEMALE"
"243","38.4","MARAETAI","EAST","WINTER","FEMALE"
"245","32.8","MURIWAI","WEST","WINTER","FEMALE"
"271","38.8","MURIWAI","WEST","WINTER","MALE"
"257","37.5","MARAETAI","EAST","SUMMER","FEMALE"
"294","38.2","MARAETAI","EAST","SUMMER","MALE"
"281","37.5","PIHA","WEST","SUMMER","FEMALE"
"278","35.2","WAITAWA","EAST","SUMMER","MALE"
"258","31","MURIWAI","WEST","WINTER","FEMALE"
"266","35","PIHA","WEST","SUMMER","FEMALE"
"267","37.5","MARAETAI","EAST","SUMMER","FEMALE"
"251","34.6","MARAETAI","EAST","SUMMER","FEMALE"
"286","38.6","WAITAWA","EAST","WINTER","MALE"
"269","36","MURIWAI","WEST","SUMMER","FEMALE"
"264","36.7","MARAETAI","EAST","WINTER","MALE"
"255","35.9","MARAETAI","EAST","WINTER","MALE"
"245","38.4","PIHA","WEST","WINTER","FEMALE"
"289","35.7","PIHA","WEST","SUMMER","MALE"
"274","37.7","MURIWAI","WEST","WINTER","MALE"
"274","34.2","WAITAWA","EAST","SUMMER","MALE"
"266","39.4","WAITAWA","EAST","WINTER","MALE"
"248","37.5","MURIWAI","WEST","WINTER","FEMALE"
"262","33.6","PIHA","WEST","WINTER","FEMALE"
"256","37.6","MARAETAI","EAST","WINTER","MALE"
"304","37.4","MURIWAI","WEST","SUMMER","MALE"
"274","35","WAITAWA","EAST","SUMMER","MALE"
"280","33.6","MARAETAI","EAST","SUMMER","MALE"
"273","37.5","PIHA","WEST","SUMMER","FEMALE"
"316","40.3","WAITAWA","EAST","SUMMER","MALE"
"293","36","MURIWAI","WEST","SUMMER","FEMALE"
"263","35.5","MURIWAI","WEST","WINTER","FEMALE"
"268","35.7","PIHA","WEST","SUMMER","FEMALE"
"292","40","PIHA","WEST","SUMMER","MALE"
"267","37.3","MARAETAI","EAST","WINTER","MALE"
"264","37.5","PIHA","WEST","SUMMER","FEMALE"
"297","38.3","MURIWAI","WEST","SUMMER","FEMALE"
"295","36.8","WAITAWA","EAST","SUMMER","MALE"
"288","37.6","MURIWAI","WEST","SUMMER","MALE"
"251","37.4","WAITAWA","EAST","WINTER","MALE"
